listing_id,listing_name,latitude,longitude,host_name,superhost,room_type,bedrooms,beds,baths,guests,currency,num_reviews,rating_overall,ciudad
12420040,"Lovely Apartment, 3 rooms, 2 bathrooms, parking",-29.9052,-71.2586,Mauricio,0,entire_home,3.0,3.0,2.0,4.0,CLP,57.0,4.89,la_serena
12779160,Room for 1 o 2,-29.9192,-71.2313,Diego,0,private_room,,2.0,0.0,,CLP,309.0,4.84,la_serena
12845148,2D/2B Apartment facing the Lighthouse • Terrace & Comfort,-29.907,-71.2727,Gabriel,0,entire_home,2.0,3.0,2.0,4.0,CLP,123.0,4.82,la_serena
12869731,"La Serena, Del Mar Avenue",-29.9166,-71.2726,Rodrigo,0,entire_home,3.0,3.0,1.0,5.0,CLP,,,la_serena
13217596,One-bedroom apartment with an ocean view in La Serena,-29.9401,-71.2863,Claudio,1,entire_home,1.0,1.0,1.0,3.0,CLP,136.0,4.68,la_serena
13675740,Lovely apartment with a lagoon and an artificial beach,-29.9307,-71.2792,Andrés,0,entire_home,1.0,3.0,1.0,4.0,CLP,66.0,4.68,la_serena
14577079,La Serena apartment,-29.8988,-71.2593,Sebastian,0,entire_home,3.0,,3.0,6.0,CLP,7.0,5.0,la_serena
14871730,"Bed and Breakfast La Serena, Chile",-29.9123,-71.2549,Cesar,0,private_room,2.0,2.0,0.0,,CLP,179.0,4.93,la_serena
14898379,Apartment in a great location,-29.9231,-71.2772,María Eugenia,1,entire_home,2.0,3.0,1.0,4.0,CLP,180.0,4.69,la_serena
15020611,Excellent apartment steps away from Av del Mar,-29.9228,-71.2765,Carlos,0,entire_home,3.0,4.0,2.0,5.0,CLP,20.0,4.65,la_serena
15148165,Seafront.,-29.915,-71.2705,Rosario,0,entire_home,2.0,3.0,1.0,2.0,CLP,136.0,4.76,la_serena
15229534,Av del Mar/4 Esquinas apartment. 9 people Agua Marina,-29.9261,-71.2788,Felipe,1,entire_home,4.0,8.0,3.0,9.0,CLP,93.0,4.52,la_serena
15255201,The Bodeguita mini suite. No kitchen/parking.,-29.9244,-71.2752,Karina,1,private_room,1.0,1.0,1.0,2.0,CLP,220.0,4.89,la_serena
15325681,"Apartment in La Serena Golf, 2nd floor",-29.8361,-71.2798,Laura,0,entire_home,2.0,5.0,2.0,5.0,CLP,6.0,4.67,la_serena
15356501,"Avenida del Mar, La Serena, Alcohuaz Building",-29.9341,-71.2823,Urbi,0,entire_home,3.0,5.0,2.0,6.0,CLP,50.0,4.32,la_serena
15454382,Apartment with a spectacular view!,-29.9051,-71.2731,Pablo,1,entire_home,1.0,1.0,1.0,2.0,CLP,247.0,4.69,la_serena
15654593,tourist department,-29.8982,-71.2596,Daniel,1,entire_home,1.0,3.0,1.0,4.0,CLP,18.0,4.89,la_serena
15800638,"La Serena, beautiful view",-29.936,-71.2824,Rosana,0,entire_home,3.0,8.0,2.0,8.0,CLP,1.0,,la_serena
15903207,"Equipped apartment, excellent location",-29.902,-71.2618,Rita,0,entire_home,2.0,3.0,1.0,4.0,CLP,116.0,4.72,la_serena
16011829,Apartment at the nearby Serena Av. 4 corners,-29.9219,-71.2758,Macarena,0,entire_home,3.0,5.0,1.0,6.0,CLP,6.0,4.67,la_serena
16134250,"Cozy apartment for daily rent in Serena, Chile",-29.8984,-71.2597,Gustavo,0,entire_home,3.0,4.0,1.0,5.0,CLP,56.0,4.82,la_serena
16208019,La Serena Excellent Location 3 people P del Mar,-29.8989,-71.2599,Alvaro,0,entire_home,1.0,2.0,1.0,3.0,CLP,51.0,4.57,la_serena
16259470,An apartment with an ocean view,-29.9081,-71.2735,Judith,0,entire_home,1.0,2.0,1.0,3.0,CLP,94.0,4.89,la_serena
16288587,Great Apartment Laguna del Mar Condominium,-29.9001,-71.2691,Jaime,1,entire_home,2.0,4.0,2.0,5.0,CLP,61.0,4.93,la_serena
16299108,"Apartment with all the amenities, WiFi, 10 meters from the sea",-29.9147,-71.2747,Agustina,0,entire_home,2.0,3.0,2.0,4.0,CLP,32.0,4.47,la_serena
16311893,Double room in a beautiful garden,-29.9109,-71.2551,Andres,1,private_room,,1.0,0.0,,CLP,78.0,4.87,la_serena
16336881,Av. Del Mar First Line Neohaus Building,-29.9128,-71.2757,Gustavo,0,entire_home,2.0,3.0,2.0,4.0,CLP,38.0,4.92,la_serena
16381314,Apartment on the beach With Sea &Faro View,-29.9072,-71.2739,Katherine,1,entire_home,1.0,1.0,1.0,2.0,CLP,172.0,4.84,la_serena
16410192,"Reservaya.laserena/Casa Family Pool, Movie Theater and More",-29.8897,-71.2178,Edu,0,entire_home,5.0,12.0,4.0,16.0,CLP,70.0,4.81,la_serena
16428300,Spacious 120m2 apartment with terrace facing Av. Del Mar,-29.9263,-71.2777,Anthony,1,entire_home,3.0,7.0,2.5,8.0,CLP,104.0,4.99,la_serena
16491607,"Apartment close to the beach, wifi, Netflix",-29.8994,-71.2655,Sofia,0,entire_home,2.0,3.0,1.0,4.0,CLP,32.0,4.88,la_serena
16497223,"Just 90 meters from the beach, almost new apartment",-29.9241,-71.2766,Hector,0,entire_home,3.0,5.0,2.0,6.0,CLP,15.0,5.0,la_serena
16508027,"Rent comfortable house, accessible and quiet place",-29.8967,-71.2689,Naty,0,entire_home,3.0,5.0,1.5,6.0,CLP,41.0,4.98,la_serena
16508392,La Serena apartment with ocean view,-29.9318,-71.2786,Felipe,1,entire_home,2.0,4.0,2.0,5.0,CLP,24.0,4.96,la_serena
16517211,Apartment Av. del Mar. In front of the Lighthouse,-29.9074,-71.2749,Rodrigo,0,entire_home,1.0,2.0,1.0,3.0,CLP,27.0,4.78,la_serena
16525567,Nice house 5 minutes from the lighthouse,-29.8978,-71.2634,Camila,0,entire_home,2.0,5.0,1.0,5.0,CLP,29.0,4.48,la_serena
16559165,"Front view of the ocean, 10th floor",-29.9137,-71.2765,Patricia,0,entire_home,2.0,2.0,1.0,3.0,CLP,10.0,4.9,la_serena
16599103,Cozy House in La Serena,-29.9404,-71.2658,Eduardo,0,entire_home,3.0,6.0,2.0,7.0,CLP,43.0,4.72,la_serena
16599568,"Serena, rest at 100 mts off the sea!",-29.9233,-71.2761,Alvaro,0,entire_home,3.0,4.0,1.0,5.0,CLP,17.0,4.88,la_serena
16644695,An apartment with an ocean view,-29.9225,-71.278,Jorge,0,entire_home,1.0,3.0,1.0,2.0,CLP,12.0,4.75,la_serena
16656378,New apartment with ocean views,-29.9345,-71.2756,Marcelo,0,entire_home,2.0,4.0,2.0,4.0,CLP,2.0,,la_serena
16670757,Seasonal rental apartment for 6 people,-29.9035,-71.2628,Juan,0,entire_home,3.0,5.0,1.0,6.0,CLP,31.0,4.65,la_serena
16837837,Cozy and equipped apartment steps from the sea,-29.9312,-71.2784,Ian,1,entire_home,2.0,4.0,2.0,5.0,CLP,233.0,4.96,la_serena
16837953,32 Room with private bathroom - Quiet - Downtown,-29.9055,-71.248,Patricio,1,private_room,1.0,1.0,1.0,1.0,CLP,57.0,4.95,la_serena
16911514,Beautiful apartment facing Avenida del Mar - La Serena.,-29.9354,-71.283,María,0,entire_home,3.0,6.0,2.5,6.0,CLP,23.0,4.61,la_serena
17165834,furnished urban resort apartment,-29.8987,-71.2702,Juan Carlos,0,entire_home,2.0,4.0,2.0,5.0,CLP,15.0,4.73,la_serena
17304472,La Serena oceanfront apartment,-29.9075,-71.2737,Rodrigo,0,entire_home,1.0,1.0,1.0,3.0,CLP,188.0,4.52,la_serena
17333809,"Ocean Front Apartment, La Serena",-29.9206,-71.2775,Cristian,1,entire_home,2.0,3.0,1.0,4.0,CLP,90.0,4.97,la_serena
17592131,Beautiful beachfront apartment,-29.9382,-71.2861,Yanett,0,entire_home,2.0,3.0,2.0,4.0,CLP,105.0,4.77,la_serena
17598746,Apartment in La Serena by days,-29.9262,-71.2756,Karina,0,entire_home,3.0,4.0,1.0,4.0,CLP,32.0,4.63,la_serena
17919307,"Serena Pasifico, 3D, 2B, WiFi, TV, for 6 pers.",-29.9225,-71.276,Elena,1,entire_home,3.0,5.0,2.0,6.0,CLP,62.0,4.9,la_serena
17941089,Two-bed private room and flexible check-in,-29.9101,-71.2557,Andres,1,private_room,1.0,2.0,2.0,2.0,CLP,119.0,4.95,la_serena
18035781,Apartment La Serena ocean front in condominium,-29.933,-71.2815,Cristian,0,entire_home,3.0,5.0,2.0,6.0,CLP,85.0,4.74,la_serena
18212326,"Apartment for 8 people, steps away from the beach and restaurants.",-29.9388,-71.2826,Maria Patricia,0,entire_home,3.0,6.0,2.0,8.0,CLP,56.0,4.8,la_serena
18214301,Aqua La Serena Building - clear view 10th floor,-29.916,-71.2751,Carolina,1,entire_home,2.0,4.0,2.0,5.0,CLP,108.0,4.78,la_serena
18346725,El Faro Premium Frente al Mar,-29.9076,-71.2736,David,0,entire_home,2.0,4.0,2.0,5.0,CLP,2.0,,la_serena
18457794,Have Penuelas,-29.9475,-71.2882,Matias Arturo,0,entire_home,3.0,5.0,2.0,6.0,CLP,82.0,4.85,la_serena
18599422,double room with private bathroom,-29.911,-71.2547,Andres,1,private_room,,1.0,0.0,,CLP,71.0,4.96,la_serena
18973940,Apartment in La Serena Avenida Del Mar,-29.9412,-71.2866,Ana Luz,0,entire_home,2.0,3.0,2.0,4.0,CLP,17.0,4.88,la_serena
19274519,"Puertas del Mar Apartment, La Serena",-29.8988,-71.2598,Macarena,1,entire_home,1.0,2.0,1.0,3.0,CLP,16.0,5.0,la_serena
19570644,"Apartment, WIFI + TV, Furnished 3D ~ 2B, La Serena",-29.9001,-71.2623,Giovanna,1,entire_home,3.0,6.0,2.0,6.0,CLP,153.0,4.81,la_serena
19622878,Apartment a few meters from the beach on 4 corners,-29.9272,-71.2767,Carmen,0,entire_home,2.0,3.0,1.0,4.0,CLP,34.0,4.88,la_serena
19812191,Piso7 Depto a steps from the beach in La Serena.,-29.9308,-71.2779,Miguel Angel,1,entire_home,2.0,3.0,2.0,4.0,CLP,122.0,4.97,la_serena
19931119,CENTRO LA SERENA APARTMENT,-29.8994,-71.2608,Greys,0,entire_home,2.0,2.0,1.0,3.0,CLP,88.0,4.61,la_serena
19932928,Apartment with stunning beachfront view,-29.9233,-71.2767,Alvaro,0,entire_home,1.0,3.0,1.0,4.0,CLP,13.0,4.54,la_serena
19947148,Laguna del Mar,-29.8995,-71.2718,Alejo,0,entire_home,3.0,6.0,2.0,7.0,CLP,33.0,4.67,la_serena
20154848,Elqui Valley Cabin,-30.0126,-71.0358,Ana María,1,entire_home,3.0,4.0,2.0,4.0,CLP,66.0,4.98,la_serena
20223418,“Comfortable downtown apartment with ocean views”,-29.8988,-71.2598,Javier,1,entire_home,2.0,3.0,1.0,5.0,CLP,172.0,4.87,la_serena
20232044,Family apartment steps to the beach and with a pool,-29.9244,-71.2752,Marcelo,0,entire_home,2.0,4.0,1.0,5.0,CLP,10.0,4.3,la_serena
20295098,"Playa Pacifico III, 9th floor with ocean view",-29.9374,-71.2832,Karina,0,entire_home,2.0,3.0,2.0,4.0,CLP,10.0,4.9,la_serena
20314832,Doble bed with shared bathroom,-29.9021,-71.2461,Silvia Susana,0,private_room,1.0,1.0,1.0,2.0,CLP,12.0,4.58,la_serena
20325222,Departments Portal del Mar II 1st floor La Serena.,-29.904,-71.2615,Gabriela,0,entire_home,3.0,4.0,1.0,5.0,CLP,5.0,4.0,la_serena
20534657,La Serena  Av. Del Mar - El Faro Apartment,-29.9067,-71.273,Andrea,0,private_room,2.0,2.0,1.0,4.0,CLP,19.0,4.63,la_serena
20698692,Large Oceanfront Apartment - Oceanic La Serena,-29.9207,-71.2763,Yassef,1,entire_home,3.0,6.0,2.0,7.0,CLP,31.0,4.71,la_serena
20830872,Apartment on Av. Del Mar,-29.9278,-71.2761,Paola,0,entire_home,3.0,5.0,1.0,5.0,CLP,45.0,4.73,la_serena
20843229,CostaMar Sunset Beach,-29.92,-71.2758,Yassef,1,entire_home,2.0,3.0,2.0,4.0,CLP,12.0,4.92,la_serena
20849688,"Spacious and comfortable apartment for 6, one block from the beach",-29.9382,-71.2814,Susana,0,entire_home,2.0,5.0,2.0,5.0,CLP,28.0,4.54,la_serena
20865129,"Depto. Beachfront Avenida del Mar, Oceanic.",-29.92,-71.2758,Yassef,1,entire_home,2.0,3.0,2.0,4.0,CLP,23.0,4.78,la_serena
20877904,"FACING THE SEA, spacious and family-friendly",-29.9344,-71.2823,Camila Andrea,0,entire_home,2.0,3.0,2.0,4.0,CLP,49.0,4.69,la_serena
20886704,Cabaña Valle del Elqui (breakfast included),-30.0413,-71.0369,Ana María,1,entire_home,1.0,1.0,1.0,2.0,CLP,8.0,5.0,la_serena
21164044,Apartment with an ideal view of the sea and lagoon,-29.9002,-71.2713,Andrés,0,entire_home,1.0,2.0,1.0,4.0,CLP,78.0,4.68,la_serena
21191559,La Serena apartment for 6 people,-29.9275,-71.2774,Valeria,0,entire_home,3.0,2.0,1.0,6.0,CLP,21.0,4.9,la_serena
21290923,Apartment Avenida Pacífico 3160,-29.925,-71.2745,Cristian,0,entire_home,3.0,6.0,1.0,5.0,CLP,31.0,4.45,la_serena
21304475,Comfortable apartment steps from the beach,-29.9478,-71.2883,Marcelo,0,entire_home,2.0,3.0,1.0,4.0,CLP,12.0,4.83,la_serena
21323466,Furnished apartment in La Serena,-29.928,-71.277,Mauricio,0,entire_home,3.0,4.0,1.0,5.0,CLP,2.0,,la_serena
21376481,Apartment in Parque Islón La Serena,-29.8916,-71.2494,Mauro,0,entire_home,3.0,4.0,1.0,6.0,CLP,195.0,4.79,la_serena
21471368,Departamento Genial Avda del Mar,-29.9381,-71.2847,Jaime,1,entire_home,2.0,4.0,2.0,5.0,CLP,23.0,4.74,la_serena
21486809,Central apartment and close to the beach,-29.9042,-71.2594,Alejandra,0,entire_home,1.0,1.0,1.0,2.0,CLP,120.0,4.62,la_serena
21566222,Vacation in front of the La Serena Lighthouse,-29.9048,-71.2728,Angelica,1,entire_home,2.0,4.0,2.0,5.0,CLP,111.0,4.92,la_serena
21582061,A cozy apartment in an excellent location,-29.9268,-71.2735,Ivo,0,entire_home,3.0,4.0,1.0,5.0,CLP,8.0,4.5,la_serena
21649490,Apartment steps away from Av. Del Mar,-29.9159,-71.2728,Cesar,0,entire_home,2.0,3.0,1.0,4.0,CLP,49.0,4.9,la_serena
21736291,Apartament in font the sea,-29.9398,-71.2851,Ximena,1,entire_home,1.0,3.0,1.0,3.0,CLP,182.0,4.72,la_serena
21746595,"Apartment, 1 block from the beach on the first floor",-29.9285,-71.2784,Patricio,1,entire_home,3.0,5.0,1.0,5.0,CLP,115.0,4.83,la_serena
21754133,Central location,-29.8934,-71.2468,Zulema,0,entire_home,3.0,5.0,1.0,5.0,CLP,17.0,4.53,la_serena
21837478,Department sheet 2,-29.8999,-71.2637,José Ignacio,1,entire_home,1.0,2.0,1.0,3.0,CLP,157.0,4.86,la_serena
21869022,Fully equipped La Serena apartment,-29.9055,-71.2697,Claudio,0,entire_home,3.0,6.0,2.0,5.0,CLP,12.0,4.92,la_serena
21974120,La Serena Family apartment sector four corners,-29.9239,-71.2752,Juan,0,entire_home,3.0,5.0,1.0,5.0,CLP,34.0,4.88,la_serena
22007670,Comfortable 2nd floor apartment in a residential neighborhood,-29.9229,-71.2344,Jorge,0,entire_home,2.0,3.0,2.0,4.0,CLP,36.0,4.81,la_serena
22007681,Apartment in La Serena 8th floor steps to the beach.,-29.9377,-71.2832,Patricio,0,entire_home,2.0,6.0,2.0,5.0,CLP,17.0,4.65,la_serena
22025769,Beautiful and comfortable cabin in the valley,-29.9734,-71.0736,Paula,0,entire_home,2.0,4.0,1.0,5.0,CLP,13.0,4.69,la_serena
22052768,Oceanfront apartment with a view of the sea,-29.9142,-71.2749,Ivan,1,entire_home,2.0,2.0,2.0,3.0,CLP,89.0,4.79,la_serena
22108560,Cosmopolitan Green Wifi 6 people steps from the sea,-29.9292,-71.2774,Yanitza,1,entire_home,3.0,5.0,1.0,6.0,CLP,19.0,4.79,la_serena
22118317,APARTMENT AVENIDA PACIFICO LA SERENA,-29.9281,-71.2781,Jean-Louis,0,entire_home,3.0,4.0,1.0,5.0,CLP,18.0,4.72,la_serena
22130468,Cosmopolitan Red WiFi 5 people steps from the sea,-29.9275,-71.2768,Yanitza,1,entire_home,3.0,4.0,1.5,5.0,CLP,38.0,4.92,la_serena
22192301,Comfortable and quiet room near Av. del Mar,-29.9232,-71.278,Pia,1,private_room,,1.0,0.0,,CLP,83.0,4.99,la_serena
22239173,Great apartment in front of La Serena Lighthouse,-29.9066,-71.2744,Leonardo,1,entire_home,2.0,4.0,2.0,6.0,CLP,40.0,4.75,la_serena
22247812,La Serena Apartment Summer 2024,-29.9002,-71.2611,Jenny,0,entire_home,3.0,6.0,2.0,6.0,CLP,44.0,4.59,la_serena
22328087,Laguna del Mar. Peace and Relaxation facing the sea,-29.8987,-71.2693,Daniela,0,entire_home,2.0,4.0,1.0,5.0,CLP,43.0,4.86,la_serena
22343681,"House for families, parking",-29.9424,-71.2676,Alexis,0,entire_home,2.0,3.0,2.5,5.0,CLP,18.0,4.83,la_serena
22364638,"Laguna del Mar, the serene",-29.8987,-71.2729,Dante,0,entire_home,2.0,7.0,2.0,4.0,CLP,11.0,4.73,la_serena
22428013,"Laguna del Mar, in front of the beach and the 6pax Faro",-29.8994,-71.2701,Pamela,0,entire_home,2.0,5.0,1.0,6.0,CLP,7.0,5.0,la_serena
22464301,Alturas del Elqui Apartment,-29.9281,-71.2766,Juan Carlos,0,entire_home,3.0,5.0,1.0,5.0,CLP,4.0,5.0,la_serena
22469360,Apartment a few Steps from the Beach,-29.9278,-71.2728,Manuel,0,entire_home,3.0,4.0,1.0,5.0,CLP,26.0,4.88,la_serena
22533372,Seasonal apartment - Puertas del Mar.,-29.9042,-71.2602,Piera,0,entire_home,1.0,1.0,1.0,4.0,CLP,242.0,4.73,la_serena
22534653,INTERIOR DEPARTMENT LA SERENA,-29.9161,-71.2148,Eric,0,entire_home,2.0,3.0,1.0,5.0,CLP,71.0,4.76,la_serena
22534836,"Rent apartment Peñuelas, Coquimbo region",-29.9491,-71.2875,Rodolfo,0,entire_home,2.0,4.0,1.0,4.0,CLP,24.0,4.25,la_serena
22578423,"I rent out Casa Grande, 4 km from the beach in a safe area",-29.9325,-71.2426,Bárbara,1,entire_home,3.0,4.0,2.5,6.0,CLP,24.0,4.83,la_serena
22589057,"Apartment in 4 Esquinas, La Serena",-29.9275,-71.2749,Macarena,1,entire_home,3.0,5.0,1.0,5.0,CLP,18.0,4.72,la_serena
22617363,"La Serena Apartment per day 3H/1B, near the sea av",-29.9069,-71.2618,Alan,0,entire_home,3.0,8.0,1.0,5.0,CLP,14.0,4.71,la_serena
22652438,Cuatro Esquinas Apartment near the beach,-29.9282,-71.2756,Joel,0,entire_home,3.0,4.0,1.0,5.0,CLP,26.0,4.35,la_serena
22689572,Apartament in Serena Golf beach.,-29.8346,-71.2823,Esteban,0,entire_home,4.0,8.0,3.0,9.0,CLP,36.0,4.75,la_serena
22710553,Comfortable Summer 2025 Apartment in La Serena a few steps from the sea,-29.9184,-71.2731,Rodrigo,0,entire_home,2.0,4.0,1.0,5.0,CLP,24.0,4.71,la_serena
22719983,Apartment for rent in La Serena,-29.9235,-71.2761,Viviana,0,entire_home,3.0,5.0,2.0,6.0,CLP,48.0,4.81,la_serena
22831900,"air conditioning, heated pool, beachfront",-29.916,-71.275,Esteban,1,entire_home,2.0,5.0,2.0,5.0,CLP,82.0,4.83,la_serena
22865199,"Apartment in La Serena, steps from Playa 4 esq.",-29.9287,-71.2758,Javier,0,entire_home,3.0,4.0,1.0,5.0,CLP,59.0,4.66,la_serena
22867242,Departamento Avenida del mar en La Serena,-29.9157,-71.2723,Eduardo,0,entire_home,2.0,4.0,1.0,5.0,CLP,26.0,4.81,la_serena
22910847,"Apartment for 5 people, La Serena",-29.8977,-71.2594,Bárbara,1,entire_home,3.0,3.0,1.0,5.0,CLP,20.0,4.85,la_serena
22957612,"Daily house rental in La Serena, Colina el Pino",-29.9161,-71.2377,María Graciela,1,entire_home,2.0,3.0,1.0,4.0,CLP,106.0,4.83,la_serena
23021636,Nice apartment in Laguna del Mar!,-29.9005,-71.271,Luis,0,entire_home,1.0,2.0,1.0,4.0,CLP,227.0,4.65,la_serena
23024488,Terrazas del Sol La Serena Beach Apartment,-29.9338,-71.2807,Jessica,0,entire_home,2.0,4.0,2.0,5.0,CLP,132.0,4.92,la_serena
23059337,"Pacifico II Condominium Apartment, La Serena",-29.9305,-71.2789,Tamara,0,entire_home,2.0,3.0,2.0,4.0,CLP,34.0,4.71,la_serena
23102423,Large apartment with an ideal location and ocean views,-29.93,-71.2796,Carlos Javier,0,entire_home,3.0,5.0,2.0,6.0,CLP,,,la_serena
23145588,"Apartment on 4 corners, steps from the beach",-29.9281,-71.2764,Fabiola,0,entire_home,3.0,4.0,1.0,5.0,CLP,54.0,4.72,la_serena
23189770,La Serena. Arriendo Condominio Marina Horizonte,-29.9464,-71.2871,Valery,0,entire_home,3.0,4.0,2.0,6.0,CLP,2.0,,la_serena
23269166,Apartment steps to the beach,-29.9243,-71.2769,Mauricio,0,entire_home,3.0,5.0,2.0,6.0,CLP,1.0,,la_serena
23271804,Luxury apartment in La Serena,-29.9155,-71.2749,Sebastian,0,entire_home,2.0,3.0,2.0,4.0,CLP,8.0,4.63,la_serena
23317915,PORTAL GRAN MARINA APARTMENT WITH OCEAN VIEW,-29.9456,-71.2871,Ricardo,0,entire_home,2.0,4.0,2.0,5.0,CLP,224.0,4.83,la_serena
23350748,Departamento Pacifico 2,-29.93,-71.2791,Angelica,0,entire_home,2.0,4.0,2.0,6.0,CLP,10.0,5.0,la_serena
23387828,"Sector four corners, ocean view",-29.9251,-71.2759,Melisa,0,entire_home,2.0,3.0,2.0,4.0,CLP,73.0,4.85,la_serena
23498276,Marina Sol apartment steps to the beach and Enjoy,-29.9478,-71.2876,Fernando,0,entire_home,2.0,3.0,1.0,4.0,CLP,20.0,4.55,la_serena
23499055,"La Serena, Avenida Del Mar",-29.9418,-71.2856,Valeska,0,entire_home,2.0,5.0,2.0,5.0,CLP,18.0,4.83,la_serena
23560255,"Private Room, Double Central Bathroom Compt",-29.914,-71.2498,Pandora,0,private_room,,1.0,0.0,,CLP,60.0,4.32,la_serena
23574220,"Apartment in La Serena, excellent location",-29.9409,-71.2868,Jose Mauricio,0,entire_home,2.0,4.0,2.0,5.0,CLP,11.0,4.73,la_serena
